StockCode,Description,revenue,units_sold,orders,revenue_share
20749,ASSORTED COLOUR MINI CASES,63.6,8,3,0.00029479187577692844
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,63.00000000000001,30,4,0.0002920108203450707
22045,SPACEBOY GIFT WRAP,63.0,150,5,0.0002920108203450706
22588,CARD HOLDER GINGHAM HEART,62.87,18,3,0.00029140825833483475
23079,TOADSTOOL BEDSIDE LIGHT ,62.64999999999999,7,4,0.0002903885380098202
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,62.510000000000005,19,5,0.0002897396250757201
22343,PARTY PIZZA DISH RED RETROSPOT,61.919999999999995,120,3,0.00028700492056772653
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,61.45,49,3,0.00028482642714610463
22086,PAPER CHAIN KIT 50'S CHRISTMAS ,61.290000000000006,15,4,0.0002840848123642759
23265,SET OF 3 WOODEN TREE DECORATIONS,61.25,49,5,0.0002838994086688187
22301,COFFEE MUG CAT + BIRD DESIGN,61.199999999999996,24,3,0.00028366765404949716
21175,GIN AND TONIC DIET METAL SIGN,61.199999999999996,24,1,0.00028366765404949716
22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,61.199999999999996,72,5,0.00028366765404949716
22303,COFFEE MUG APPLES DESIGN,61.199999999999996,24,3,0.00028366765404949716
23012,GLASS APOTHECARY BOTTLE PERFUME,61.150000000000006,17,3,0.0002834358994301757
22906,12 MESSAGE CARDS WITH ENVELOPES,61.04999999999999,37,3,0.00028297239019153266
22561,WOODEN SCHOOL COLOURING SET,61.04999999999999,37,4,0.00028297239019153266
22781,GUMBALL MAGAZINE RACK,60.86,7,3,0.0002820917226381111
21136,PAINTED METAL PEARS ASSORTED,60.839999999999996,36,4,0.0002819990207903825
11001,ASSTD DESIGN RACING CAR PEN,60.66,34,3,0.0002811647041608251
84598,BOYS ALPHABET IRON ON PATCHES,60.48,288,1,0.0002803303875312678
21128,GOLD FISHING GNOME,60.06,9,2,0.00027838364872896735
23345, DOLLY GIRL BEAKER,60.0,48,4,0.00027810554318578157
22568,FELTCRAFT CUSHION OWL,60.0,16,4,0.00027810554318578157
21616,4 PEAR BOTANICAL DINNER CANDLES,60.0,48,1,0.00027810554318578157
21947,SET OF 6 HEART CHOPSTICKS,60.0,48,2,0.00027810554318578157
23351,ROLL WRAP 50'S CHRISTMAS,60.0,48,4,0.00027810554318578157
21774,DECORATIVE CATS BATHROOM BOTTLE,60.0,48,2,0.00027810554318578157
23228,FILIGREE HEART BIRD WHITE ,60.0,48,2,0.00027810554318578157
21123,SET/10 IVORY POLKADOT PARTY CANDLES,60.0,48,1,0.00027810554318578157
22982,PANTRY PASTRY BRUSH,60.0,48,4,0.00027810554318578157
71053,WHITE METAL LANTERN,60.0,16,2,0.00027810554318578157
22504,CABIN BAG VINTAGE RETROSPOT,59.9,2,1,0.0002776420339471386
22847,"BREAD BIN, DINER STYLE, IVORY",59.8,4,1,0.0002771785247084956
23318,BOX OF 6 MINI VINTAGE CRACKERS,59.760000000000005,24,3,0.00027699312101303847
23144,ZINC T-LIGHT HOLDER STARS SMALL,59.76,72,4,0.0002769931210130384
21259,VICTORIAN SEWING BOX SMALL ,59.5,10,3,0.0002757879969925667
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,59.5,14,3,0.0002757879969925667
22939,APRON APPLE DELIGHT,59.400000000000006,12,2,0.00027532448775392375
22990,COTTON APRON PANTRY DESIGN,59.400000000000006,12,4,0.00027532448775392375
23530,WALL ART ONLY ONE PERSON ,59.400000000000006,12,2,0.00027532448775392375
23126,FELTCRAFT GIRL AMELIE KIT,59.400000000000006,12,3,0.00027532448775392375
22185,SLATE TILE NATURAL HANGING,59.39999999999999,36,2,0.0002753244877539237
22274,FELTCRAFT DOLL EMILY,59.00000000000001,20,4,0.0002734704507993519
85055,FRENCH ENAMEL UTENSIL HOLDER,59.0,20,1,0.00027347045079935184
20665,RED RETROSPOT PURSE ,58.89000000000001,19,4,0.00027296059063684465
22433,WATERING CAN GREEN DINOSAUR,58.5,30,4,0.000271152904606137
23177,TREASURE ISLAND BOOK BOX,58.5,26,5,0.000271152904606137
22378,WALL TIDY RETROSPOT ,58.42,37,4,0.00027078209721522264
84616,SILVER ROCCOCO CHANDELIER,58.29,1,1,0.0002701795352049868
21194,PINK  HONEYCOMB PAPER FAN,58.2,36,2,0.0002697623768902081
21992,VINTAGE PAISLEY STATIONERY SET,57.900000000000006,30,4,0.00026837184917427923
23080,RED METAL BOX TOP SECRET,57.75,7,3,0.00026767658531631473
23188,VINTAGE  2 METER FOLDING RULER,57.74999999999999,35,2,0.00026767658531631473
20971,PINK BLUE FELT CRAFT TRINKET BOX,57.51,45,5,0.00026656416314357163
23013,GLASS APOTHECARY BOTTLE TONIC,57.2,16,2,0.00026512728450377843
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,56.99999999999999,60,4,0.0002642002660264924
22167, OVAL WALL MIRROR DIAMANTE ,56.92,4,3,0.0002638294586355781
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,56.73,172,8,0.0002629487910821564
22100,SKULLS SQUARE TISSUE BOX,56.550000000000004,145,2,0.00026211447445259915
22615,PACK OF 12 CIRCUS PARADE TISSUES ,56.50999999999999,193,3,0.0002619290707571419
85054,FRENCH ENAMEL POT W LID,56.190000000000005,25,4,0.00026044584119348443
23380,PACK OF 12 VINTAGE DOILY TISSUES,56.160000000000004,144,1,0.00026030678842189155
22082,RIBBON REEL STRIPES DESIGN ,56.1,34,5,0.00026002868287870577
22354,RETROSPOT PADDED SEAT CUSHION,56.09,11,3,0.00025998233195484146
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",56.05000000000001,19,3,0.0002597969282593843
21932,SCANDINAVIAN PAISLEY PICNIC BAG,56.0,30,4,0.0002595651736400628
23493,VINTAGE DOILY TRAVEL SEWING KIT,55.33,27,5,0.0002564596617411549
84030E,ENGLISH ROSE HOT WATER BOTTLE,55.25,13,4,0.00025608885435024053
22644,CERAMIC CHERRY CAKE MONEY BANK,55.099999999999994,38,4,0.00025539359049227603
23354,6 GIFT TAGS 50'S CHRISTMAS ,54.779999999999994,66,4,0.0002539103609286185
22913,RED COAT RACK PARIS FASHION,54.45,11,2,0.00025238078044109675
21328,BALLOONS  WRITING SET ,54.43999999999999,32,4,0.00025233442951723244
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,54.31999999999999,62,3,0.0002517782184308609
22109,FULL ENGLISH BREAKFAST PLATE,54.24,16,1,0.00025140741103994653
23582,VINTAGE DOILY JUMBO BAG RED ,54.08,26,4,0.0002506657962581178
21577,SAVE THE PLANET COTTON TOTE BAG,54.0,24,3,0.00025029498886720337
22795,SWEETHEART RECIPE BOOK STAND,54.0,8,1,0.00025029498886720337
21985,PACK OF 12 HEARTS DESIGN TISSUES ,53.4,180,3,0.00024751393343534555
22808,SET OF 6 T-LIGHTS EASTER CHICKS,53.10000000000001,18,3,0.0002461234057194167
37450,CERAMIC CAKE BOWL + HANGING CAKES,53.10000000000001,18,2,0.0002461234057194167
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,53.10000000000001,18,2,0.0002461234057194167
22311,OFFICE MUG WARMER BLACK+SILVER ,53.10000000000001,18,2,0.0002461234057194167
22811,SET OF 6 T-LIGHTS CACTI ,53.1,18,1,0.00024612340571941667
22863,SOAP DISH BROCANTE,53.1,18,3,0.00024612340571941667
21874,GIN AND TONIC MUG,53.099999999999994,38,4,0.00024612340571941667
22333,RETROSPOT PARTY BAG + STICKER SET,52.8,32,3,0.00024473287800348773
21265,PINK GOOSE FEATHER TREE 60CM,52.709999999999994,25,3,0.00024431571968870907
22898,CHILDRENS APRON APPLES DESIGN,52.65,27,5,0.0002440376141455233
22962,JAM JAR WITH PINK LID,52.629999999999995,61,6,0.0002439449122977947
23198,PANTRY MAGNETIC  SHOPPING LIST,52.589999999999996,35,7,0.00024375950860233751
21591,COSY HOUR CIGAR BOX MATCHES ,52.5,42,3,0.00024334235028755885
23346,SPACEBOY BEAKER,52.5,42,4,0.00024334235028755885
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,52.5,14,4,0.00024334235028755885
22270,HAPPY EASTER HANGING DECORATION,52.5,14,5,0.00024334235028755885
22381,TOY TIDY PINK POLKADOT,52.5,25,3,0.00024334235028755885
23229,VINTAGE DONKEY TAIL GAME ,52.46,13,3,0.00024315694659210167
22801,ANTIQUE GLASS PEDESTAL BOWL,52.379999999999995,11,3,0.00024278613920118727
21891,TRADITIONAL WOODEN SKIPPING ROPE,52.199999999999996,36,3,0.00024195182257162994
21983,PACK OF 12 BLUE PAISLEY TISSUES ,52.199999999999996,180,3,0.00024195182257162994
22376,AIRLINE BAG VINTAGE JET SET WHITE,51.0,12,3,0.00023638971170791433
22485,SET OF 2 WOODEN MARKET CRATES,51.0,4,2,0.00023638971170791433
22857,ASSORTED EASTER GIFT TAGS,51.0,60,1,0.00023638971170791433
22908,PACK OF 20 NAPKINS RED APPLES,51.0,60,6,0.00023638971170791433
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,51.0,12,1,0.00023638971170791433
35961,FOLKART ZINC HEART CHRISTMAS DEC,51.0,60,2,0.00023638971170791433
22572,ROCKING HORSE GREEN CHRISTMAS ,51.0,60,3,0.00023638971170791433
20982,12 PENCILS TALL TUBE SKULLS,51.0,60,4,0.00023638971170791433
15036,ASSORTED COLOURS SILK FAN,50.959999999999994,56,5,0.0002362043080124571
21993,FLORAL FOLK STATIONERY SET,50.91,37,3,0.00023597255339313563
21876,POTTERING MUG,50.58,54,4,0.00023444297290561384
21314,SMALL GLASS HEART TRINKET POT,50.44,20,3,0.00023379405997151368
22144,CHRISTMAS CRAFT LITTLE FRIENDS,50.42,22,4,0.0002337013581237851
51014L,"FEATHER PEN,LIGHT PINK",50.16,72,2,0.00023249623410331335
21936,RED RETROSPOT PICNIC BAG,50.04,16,4,0.00023194002301694182
22670,FRENCH WC SIGN BLUE METAL,49.96,39,4,0.00023156921562602744
23486,ANTIQUE HEART SHELF UNIT,49.949999999999996,3,2,0.00023152286470216313
23350,ROLL WRAP VINTAGE SPOT ,49.92,38,4,0.00023138381193057027
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,49.92,24,1,0.00023138381193057027
23254,CHILDRENS CUTLERY DOLLY GIRL ,49.800000000000004,12,3,0.0002308276008441987
22120,WELCOME  WOODEN BLOCK LETTERS,49.75,5,2,0.0002305958462248772
23054,RECYCLED ACAPULCO MAT LAVENDER,49.629999999999995,5,3,0.00023003963513850562
22222,CAKE PLATE LOVEBIRD WHITE,49.620000000000005,8,3,0.00022999328421464136
23049,RECYCLED ACAPULCO MAT RED,49.5,6,3,0.00022943707312826978
23066,SMALL DECO JEWELLERY STAND,49.5,6,2,0.00022943707312826978
22914,BLUE COAT RACK PARIS FASHION,49.5,10,3,0.00022943707312826978
23301,GARDENERS KNEELING PAD KEEP CALM ,49.49999999999999,30,3,0.00022943707312826975
22156,HEART DECORATION WITH PEARLS ,49.11,54,4,0.0002276293870975622
22420,LIPSTICK PEN BABY PINK,49.05,67,4,0.0002273512815543764
48116,DOORMAT MULTICOLOUR STRIPE,48.9,6,2,0.00022665601769641196
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,48.75,13,3,0.00022596075383844751
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,48.75,13,3,0.00022596075383844751
22148,EASTER CRAFT 4 CHICKS ,48.75,25,3,0.00022596075383844751
22730,ALARM CLOCK BAKELIKE IVORY,48.75,13,3,0.00022596075383844751
22975,SPACEBOY CHILDRENS EGG CUP,48.71,38,5,0.0002257753501429903
20711,JUMBO BAG TOYS ,48.620000000000005,24,4,0.00022535819182821167
22571,ROCKING HORSE RED CHRISTMAS ,48.38,56,4,0.00022424576965546854
22866,HAND WARMER SCOTTY DOG DESIGN,48.300000000000004,23,4,0.00022387496226455416
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,47.739999999999995,15,4,0.0002212793105281535
21257,VICTORIAN SEWING BOX MEDIUM,47.7,6,2,0.00022109390683269634
22794,SWEETHEART WIRE MAGAZINE RACK,47.7,6,3,0.00022109390683269634
22499,WOODEN UNION JACK BUNTING,47.6,8,2,0.00022063039759405336
22502,PICNIC BASKET WICKER SMALL,47.6,8,2,0.00022063039759405336
23286,BLUE VINTAGE SPOT BEAKER,47.6,56,4,0.00022063039759405336
23349,ROLL WRAP VINTAGE CHRISTMAS,47.5,38,4,0.00022016688835541038
22686,FRENCH BLUE METAL DOOR SIGN No,47.46,37,3,0.0002199814846599532
20961,STRAWBERRY BATH SPONGE ,47.42,36,5,0.00021979608096449603
23193,BUFFALO BILL TREASURE BOOK BOX,47.25,21,4,0.00021900811525880296
21563,RED HEART SHAPE LOVE BUCKET ,47.2,16,2,0.0002187763606394815
22998,TRAVEL CARD WALLET KEEP CALM,47.03,111,6,0.00021798839493378843
22286,DECORATION WOBBLY RABBIT METAL ,46.800000000000004,120,1,0.00021692232368490964
22653,BUTTON BOX ,46.8,24,2,0.00021692232368490959
47594B,SCOTTIES DESIGN WASHBAG,46.8,24,1,0.00021692232368490959
23244,ROUND STORAGE TIN VINTAGE LEAF,46.8,24,4,0.00021692232368490959
85132C,CHARLIE AND LOLA FIGURES TINS,46.8,24,2,0.00021692232368490959
22429,ENAMEL MEASURING JUG CREAM,46.75,11,3,0.00021669056906558812
35001G,HAND OPEN SHAPE GOLD,46.75,11,1,0.00021669056906558812
46000M,POLYESTER FILLER PAD 45x45cm,46.5,30,2,0.0002155317959689807
22346,PARTY PIZZA DISH GREEN POLKADOT,46.5,222,2,0.0002155317959689807
21411,GINGHAM HEART  DOORSTOP RED,46.4,12,4,0.00021506828673033772
23188,VINTAGE  2 METRE FOLDING RULER,46.199999999999996,28,2,0.00021414126825305177
22759,SET OF 3 NOTEBOOKS IN PARCEL,46.19,27,4,0.00021409491732918748
23172,REGENCY TEA PLATE PINK,46.17999999999999,26,3,0.00021404856640532316
23089,GLASS BON BON JAR,46.12,20,3,0.00021377046086213741
22984,CARD GINGHAM ROSE ,46.08,120,5,0.0002135850571666802
23311,VINTAGE CHRISTMAS STOCKING ,45.9,18,3,0.00021275074053712288
22583,PACK OF 6 HANDBAG GIFT BOXES,45.9,18,3,0.00021275074053712288
22930,BAKING MOULD HEART MILK CHOCOLATE,45.9,18,1,0.00021275074053712288
21561,DINOSAUR LUNCH BOX WITH CUTLERY,45.9,18,2,0.00021275074053712288
23559,WOODLAND BUNNIES LOLLY MAKERS,45.61,17,2,0.00021140656374505826
20803,SMALL PINK GLASS SUNDAE DISH,45.54,114,3,0.0002110821072780082
22076,6 RIBBONS EMPIRE  ,45.39999999999999,28,4,0.000210433194343908
23310,BUBBLEGUM RING ASSORTED,45.36,108,3,0.00021024779064845084
22893,MINI CAKE STAND T-LIGHT HOLDER,45.3,102,4,0.00020996968510526506
22151,PLACE SETTING WHITE HEART,45.209999999999994,99,3,0.00020955252679048637
21098,CHRISTMAS TOILET ROLL,45.169999999999995,19,2,0.0002093671230950292
84946,ANTIQUE SILVER TEA GLASS ETCHED,45.06,30,4,0.00020885726293252196
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,45.0,36,3,0.00020857915738933615
21179,NO JUNK MAIL METAL SIGN,45.0,36,4,0.00020857915738933615
23112,PARISIENNE CURIO CABINET,45.0,6,3,0.00020857915738933615
23267,SET OF 4 SANTA PLACE SETTINGS,45.0,36,2,0.00020857915738933615
22254,FELT TOADSTOOL LARGE,45.0,36,2,0.00020857915738933615
22675,FRENCH KITCHEN SIGN BLUE METAL,45.0,36,3,0.00020857915738933615
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,45.0,36,4,0.00020857915738933615
23570,TRADITIONAL PICK UP STICKS GAME ,45.0,36,3,0.00020857915738933615
84580,MOUSE TOY WITH PINK T-SHIRT,45.0,12,3,0.00020857915738933615
22839,3 TIER CAKE TIN GREEN AND CREAM,44.849999999999994,3,3,0.00020788389353137168
22513,DOORSTOP FOOTBALL DESIGN,44.84,8,2,0.00020783754260750742
22294,HEART FILIGREE DOVE  SMALL,44.76,30,2,0.00020746673521659302
21539,RED RETROSPOT BUTTER DISH,44.61,8,4,0.00020677147135862858
21288,STRIPEY CHOCOLATE NESTING BOXES,44.60000000000001,14,4,0.00020672512043476432
23300,GARDENERS KNEELING PAD CUP OF TEA ,44.519999999999996,24,5,0.00020635431304384989
22087,PAPER BUNTING WHITE LACE,44.25000000000001,15,4,0.00020510283809951392
21035,SET/2 RED RETROSPOT TEA TOWELS ,44.13,7,2,0.00020454662701314234
21135,VICTORIAN  METAL POSTCARD SPRING,43.94,26,3,0.00020366595945972067
22996,TRAVEL CARD WALLET VINTAGE TICKET,43.68,104,8,0.00020246083543924896
23203,JUMBO BAG VINTAGE DOILY ,43.68,21,3,0.00020246083543924896
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,43.349999999999994,17,4,0.00020093125495172713
22900,SET 2 TEA TOWELS I LOVE LONDON ,43.129999999999995,13,3,0.00019991153462671263
22832,BROCANTE SHELF WITH HOOKS,43.0,4,2,0.0001993089726164768
21984,PACK OF 12 PINK PAISLEY TISSUES ,42.959999999999994,144,3,0.00019912356892101956
84086C,PINK/PURPLE RETRO RADIO,42.93000000000001,15,2,0.00019898451614942672
21832,CHOCOLATE CALCULATOR,42.88999999999999,25,3,0.00019879911245396947
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,42.88999999999999,25,3,0.00019879911245396947
23194,GYMKHANA TREASURE BOOK BOX,42.83,18,4,0.00019852100691078372
21115,ROSE CARAVAN DOORSTOP,42.6,12,3,0.0001974549356619049
22371,AIRLINE BAG VINTAGE TOKYO 78,42.5,10,3,0.00019699142642326192
16016,LARGE CHINESE STYLE SCISSOR,42.5,50,2,0.00019699142642326192
21746,SMALL RED RETROSPOT WINDMILL,42.06,23,2,0.00019495198577323288
22046,TEA PARTY  WRAPPING PAPER ,42.0,100,4,0.00019467388023004708
23232,WRAP VINTAGE LEAF DESIGN,42.0,100,1,0.00019467388023004708
23232,WRAP VINTAGE PETALS  DESIGN,42.0,100,4,0.00019467388023004708
23231,WRAP DOILEY DESIGN,42.0,100,4,0.00019467388023004708
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,41.93000000000001,19,4,0.00019434942376299704
21988,PACK OF 6 SKULL PAPER PLATES,41.65,49,5,0.00019305159789479668
23344,JUMBO BAG 50'S CHRISTMAS ,41.6,20,2,0.00019281984327547522
23130,MISTLETOE HEART WREATH GREEN,41.5,10,2,0.00019235633403683224
22208,WOOD STAMP SET THANK YOU,41.489999999999995,49,2,0.00019230998311296792
23028,DRAWER KNOB CRACKLE GLAZE BLUE,41.25,25,3,0.00019119756094022482
23329,DECORATIVE WICKER HEART LARGE,41.24999999999999,25,3,0.0001911975609402248
22358,KINGS CHOICE TEA CADDY ,41.190000000000005,13,3,0.00019091945539703907
23005,TRAVEL CARD WALLET I LOVE LONDON,41.13,95,6,0.00019064134985385326
23147,SINGLE ANTIQUE ROSE HOOK IVORY,41.099999999999994,30,3,0.00019050229708226032
21819,GLITTER CHRISTMAS STAR ,40.8,48,1,0.00018911176936633144
21788,KIDS RAIN MAC BLUE,40.8,48,2,0.00018911176936633144
22643,SET OF 4 NAPKIN CHARMS LEAVES   ,40.8,16,1,0.00018911176936633144
21717,EASTER TIN BUCKET,40.8,16,1,0.00018911176936633144
20969,RED FLORAL FELTCRAFT SHOULDER BAG,40.79,11,4,0.00018906541844246715
23000,TRAVEL CARD WALLET TRANSPORT,40.74,97,4,0.0001888336638231457
22785,SQUARECUSHION COVER PINK UNION FLAG,40.5,6,2,0.00018772124165040256
23109,LED TEA LIGHTS,40.47,13,2,0.00018758218887880964
20846,ZINC HEART LATTICE T-LIGHT HOLDER,40.44,36,2,0.00018744313610721675
22716,CARD CIRCUS PARADE,40.32,96,8,0.0001868869250208452
84926D,LA PALMIERA TILE COASTER,40.32,96,1,0.0001868869250208452
22812,PACK 3 BOXES CHRISTMAS PANNETONE,40.239999999999995,16,2,0.0001865161176299308
22451,SILK PURSE BABUSHKA RED,40.2,12,2,0.00018633071393447365
22803,IVORY EMBROIDERED QUILT ,39.95,1,1,0.00018517194083786623
22321,BIRD DECORATION RED RETROSPOT,39.95,47,3,0.00018517194083786623
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,39.86,3,2,0.00018475478252308753
23280,FOLDING BUTTERFLY MIRROR HOT PINK ,39.839999999999996,48,3,0.00018466208067535893
23317,BLUE REFECTORY CLOCK ,39.8,4,2,0.00018447667697990176
21623,VINTAGE UNION JACK MEMOBOARD,39.8,4,2,0.00018447667697990176
21784,SHOE SHINE BOX ,39.8,4,1,0.00018447667697990176
37327,ASSTD MULTICOLOUR CIRCLES MUG,39.78,102,3,0.00018438397513217318
15058A,BLUE POLKADOT GARDEN PARASOL,39.75,5,3,0.00018424492236058027
23180,MUM'S KITCHEN CLOCK,39.6,8,2,0.00018354965850261583
21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,39.6,8,2,0.00018354965850261583
37500,TEA TIME TEAPOT IN GIFT BOX,39.6,8,3,0.00018354965850261583
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,39.599999999999994,24,2,0.0001835496585026158
22493,PAINT YOUR OWN CANVAS SET,39.599999999999994,24,2,0.0001835496585026158
22067,CHOC TRUFFLE GOLD TRINKET POT ,39.599999999999994,24,2,0.0001835496585026158
22972,CHILDREN'S SPACEBOY MUG,39.599999999999994,24,2,0.0001835496585026158
22332,SKULLS PARTY BAG + STICKER SET,39.599999999999994,24,2,0.0001835496585026158
85093,CANDY SPOT EGG WARMER HARE,39.36,16,1,0.0001824372363298727
84459A,PINK METAL CHICKEN HEART ,39.05,25,2,0.00018100035769007947
22431,WATERING CAN BLUE ELEPHANT,39.0,20,4,0.000180768603070758
22227,HANGING HEART MIRROR DECORATION ,38.92,56,3,0.00018039779567984363
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,38.900000000000006,14,3,0.00018030509383211505
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,38.690000000000005,13,2,0.00017933172443096484
22065,CHRISTMAS PUDDING TRINKET POT ,38.459999999999994,66,3,0.00017826565318208594
21107,CREAM SLICE FLANNEL PINK SPOT ,38.35000000000001,13,3,0.00017775579301957875
20973,12 PENCIL SMALL TUBE WOODLAND,38.35,59,5,0.00017775579301957872
84968E,SET OF 16 VINTAGE BLACK CUTLERY,38.25,3,1,0.00017729228378093574
23176,ABC TREASURE BOOK BOX ,38.25,17,3,0.00017729228378093574
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,38.25,9,3,0.00017729228378093574
22503,CABIN BAG VINTAGE PAISLEY,38.25,3,1,0.00017729228378093574
35004C,SET OF 3 COLOURED  FLYING DUCKS,38.150000000000006,7,2,0.0001768287745422928
47504H,ENGLISH ROSE SPIRIT LEVEL ,37.92,48,2,0.00017576270329341395
23157,SET OF 6 NATIVITY MAGNETS ,37.44,18,2,0.00017353785894792768
23506,MINI PLAYING CARDS SPACEBOY ,36.95,87,6,0.00017126666367857715
21403,BLUE EGG  SPOON,36.72,156,2,0.0001702005924296983
85227,SET OF 6 3D KIT CARDS FOR KIDS,36.55,43,5,0.00016941262672400524
21704,BAG 250g SWIRLY MARBLES,36.55,43,5,0.00016941262672400524
23294,SET OF 6 SNACK LOAF BAKING CASES,36.489999999999995,42,7,0.00016913452118081946
21877,HOME SWEET HOME MUG,36.25,29,4,0.00016802209900807635
21592,RETROSPOT CIGAR BOX MATCHES ,36.25,29,3,0.00016802209900807635
22897,OVEN MITT APPLES DESIGN,36.25,25,3,0.00016802209900807635
22950,36 DOILIES VINTAGE CHRISTMAS,36.25,25,3,0.00016802209900807635
22027,TEA PARTY BIRTHDAY CARD,36.11,85,8,0.0001673731860739762
22824,3 TIER SWEETHEART GARDEN SHELF,35.95,1,1,0.00016663157129214747
90010B,BLACK/WHITE GLASS/SILVER BRACELET,35.8,4,1,0.00016593630743418297
22057,CERAMIC PLATE STRAWBERRY DESIGN,35.76,24,1,0.0001657509037387258
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,35.76,24,2,0.0001657509037387258
23439,HAND WARMER RED LOVE HEART,35.7,17,2,0.00016547279819554002
22633,HAND WARMER UNION JACK,35.7,17,3,0.00016547279819554002
21756,BATH BUILDING BLOCK WORD,35.7,6,2,0.00016547279819554002
22377,BOTTLE BAG RETROSPOT ,35.7,17,4,0.00016547279819554002
22911,PAPER CHAIN KIT LONDON,35.400000000000006,12,3,0.00016408227047961114
22175,PINK OWL SOFT TOY,35.400000000000006,12,2,0.00016408227047961114
21253,SET OF PICTURE FRAME  STICKERS,35.400000000000006,12,1,0.00016408227047961114
21365,MIRRORED WALL ART STARS,35.400000000000006,12,1,0.00016408227047961114
22221,CAKE STAND LOVEBIRD 2 TIER PINK,35.400000000000006,12,1,0.00016408227047961114
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,35.400000000000006,12,1,0.00016408227047961114
22448,PIN CUSHION BABUSHKA RED,35.1,18,2,0.0001626917427636822
22918,HERB MARKER PARSLEY,35.1,54,6,0.0001626917427636822
23291,DOLLY GIRL CHILDRENS CUP,35.0,28,3,0.00016222823352503922
20675,BLUE POLKADOT BOWL,35.0,28,4,0.00016222823352503922
23266,SET OF 3 WOODEN STOCKING DECORATION,34.92,26,3,0.00016185742613412487
84970S,HANGING HEART ZINC T-LIGHT HOLDER,34.81,38,4,0.0001613475659716176
23196,RETRO LEAVES MAGNETIC NOTEPAD,34.8,24,2,0.0001613012150477533
37446,MINI CAKE STAND WITH HANGING CAKES,34.8,24,3,0.0001613012150477533
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,34.8,24,1,0.0001613012150477533
23306,SET OF 36 DOILIES PANTRY DESIGN,34.8,24,2,0.0001613012150477533
22209,WOOD STAMP SET HAPPY BIRTHDAY,34.75,26,4,0.0001610694604284318
90192,JADE DROP EARRINGS W FILIGREE,34.68000000000001,7,3,0.00016074500396138177
23178,JAM CLOCK MAGNET,34.68,12,2,0.00016074500396138174
23320,GIANT 50'S CHRISTMAS CRACKER,34.68,12,1,0.00016074500396138174
22099,CARAVAN SQUARE TISSUE BOX,34.43,53,4,0.00015958623086477432
22602,RETROSPOT WOODEN HEART DECORATION,34.28,44,3,0.00015889096700680985
23342,MINT DINER WALL CLOCK,34.0,4,2,0.00015759314113860954
71459,HANGING JAM JAR T-LIGHT HOLDER,34.0,40,4,0.00015759314113860954
22940,FELTCRAFT CHRISTMAS FAIRY,34.0,8,2,0.00015759314113860954
22947,WOODEN ADVENT CALENDAR RED,33.9,2,1,0.00015712963189996656
84832,ZINC WILLIE WINKIE  CANDLE STICK,33.86,38,4,0.0001569442282045094
22891,TEA FOR ONE POLKADOT,33.79,7,3,0.0001566197717374593
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,33.79,3,2,0.0001566197717374593
21745,GAOLERS KEYS DECORATIVE GARDEN ,33.75,9,3,0.00015643436804200212
22842,BISCUIT TIN VINTAGE RED,33.75,5,3,0.00015643436804200212
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,33.72,36,2,0.00015629531527040923
22398,MAGNETS PACK OF 4 SWALLOWS,33.72,60,2,0.00015629531527040923
21903,MAN FLU METAL SIGN,33.53,15,3,0.0001554146477169876
21868,POTTING SHED TEA MUG,33.29,25,3,0.00015430222554424446
23343,JUMBO BAG VINTAGE CHRISTMAS ,33.28,16,3,0.00015425587462038017
23391, I LOVE LONDON MINI BACKPACK,33.2,8,2,0.0001538850672294658
23388,WOODLAND MINI BACKPACK,33.2,8,2,0.0001538850672294658
