InvoiceNo,StockCode,Description,Quantity,InvoiceDate,InvoiceDateOnly,Year,Month,YearMonth,DayOfWeek,UnitPrice,Revenue,CustomerIDClean,CustomerSegment,Country,revenue
554465,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-05-24 12:36:00,2011-05-24,2011,5,2011-05,Tuesday,2.08,20.8,13534,Identified customer,United Kingdom,20.8
554487,22996,TRAVEL CARD WALLET VINTAGE TICKET,2,2011-05-24 13:27:00,2011-05-24,2011,5,2011-05,Tuesday,0.42,0.84,16919,Identified customer,United Kingdom,0.84
554490,22723,SET OF 6 HERB TINS SKETCHBOOK,4,2011-05-24 13:50:00,2011-05-24,2011,5,2011-05,Tuesday,3.95,15.8,17058,Identified customer,United Kingdom,15.8
554497,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-05-24 14:38:00,2011-05-24,2011,5,2011-05,Tuesday,1.25,15.0,15819,Identified customer,United Kingdom,15.0
554511,22064,PINK DOUGHNUT TRINKET POT ,2,2011-05-24 15:52:00,2011-05-24,2011,5,2011-05,Tuesday,3.29,6.58,Unknown,Unknown customer,United Kingdom,6.58
554526,22432,WATERING CAN PINK BUNNY,4,2011-05-24 17:24:00,2011-05-24,2011,5,2011-05,Tuesday,1.95,7.8,Unknown,Unknown customer,United Kingdom,7.8
554560,22180,RETROSPOT LAMP,1,2011-05-25 10:35:00,2011-05-25,2011,5,2011-05,Wednesday,9.95,9.95,13317,Identified customer,United Kingdom,9.95
554598,22919,HERB MARKER MINT,3,2011-05-25 11:12:00,2011-05-25,2011,5,2011-05,Wednesday,0.65,1.95,13263,Identified customer,United Kingdom,1.9500000000000002
554632,84212,"ASSORTED FLOWER COLOUR ""LEIS""",24,2011-05-25 11:41:00,2011-05-25,2011,5,2011-05,Wednesday,0.65,15.6,14287,Identified customer,United Kingdom,15.600000000000001
554644,23206,LUNCH BAG APPLE DESIGN,100,2011-05-25 12:34:00,2011-05-25,2011,5,2011-05,Wednesday,1.45,145.0,15311,Identified customer,United Kingdom,145.0
554648,21936,RED RETROSPOT PICNIC BAG,5,2011-05-25 12:44:00,2011-05-25,2011,5,2011-05,Wednesday,2.95,14.75,12562,Identified customer,France,14.75
554651,22796,PHOTO FRAME 3 CLASSIC HANGING,4,2011-05-25 12:55:00,2011-05-25,2011,5,2011-05,Wednesday,9.95,39.8,12779,Identified customer,Poland,39.8
554651,22979,PANTRY WASHING UP BRUSH,12,2011-05-25 12:55:00,2011-05-25,2011,5,2011-05,Wednesday,1.45,17.4,12779,Identified customer,Poland,17.4
554651,22961,JAM MAKING SET PRINTED,48,2011-05-25 12:55:00,2011-05-25,2011,5,2011-05,Wednesday,1.45,69.6,12779,Identified customer,Poland,69.6
554651,22907,PACK OF 20 NAPKINS PANTRY DESIGN,24,2011-05-25 12:55:00,2011-05-25,2011,5,2011-05,Wednesday,0.85,20.4,12779,Identified customer,Poland,20.4
554654,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,2011-05-25 13:34:00,2011-05-25,2011,5,2011-05,Wednesday,3.25,19.5,12815,Identified customer,Poland,19.5
554654,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-05-25 13:34:00,2011-05-25,2011,5,2011-05,Wednesday,3.95,15.8,12815,Identified customer,Poland,15.8
554654,23167,SMALL CERAMIC TOP STORAGE JAR ,12,2011-05-25 13:34:00,2011-05-25,2011,5,2011-05,Wednesday,0.83,9.96,12815,Identified customer,Poland,9.959999999999999
554682,21172,PARTY METAL SIGN ,3,2011-05-25 16:08:00,2011-05-25,2011,5,2011-05,Wednesday,1.45,4.35,14085,Identified customer,United Kingdom,4.35
554682,37327,ASSTD MULTICOLOUR CIRCLES MUG,6,2011-05-25 16:08:00,2011-05-25,2011,5,2011-05,Wednesday,0.39,2.34,14085,Identified customer,United Kingdom,2.34
554694,21086,SET/6 RED SPOTTY PAPER CUPS,3,2011-05-25 17:06:00,2011-05-25,2011,5,2011-05,Wednesday,1.63,4.89,Unknown,Unknown customer,United Kingdom,4.89
554694,22584,PACK OF 6 PANNETONE GIFT BOXES,7,2011-05-25 17:06:00,2011-05-25,2011,5,2011-05,Wednesday,4.96,34.72,Unknown,Unknown customer,United Kingdom,34.72
554694,23112,PARISIENNE CURIO CABINET,2,2011-05-25 17:06:00,2011-05-25,2011,5,2011-05,Wednesday,7.5,15.0,Unknown,Unknown customer,United Kingdom,15.0
554694,21088,SET/6 FRUIT SALAD PAPER CUPS,1,2011-05-25 17:06:00,2011-05-25,2011,5,2011-05,Wednesday,0.83,0.83,Unknown,Unknown customer,United Kingdom,0.83
554695,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,2,2011-05-25 17:12:00,2011-05-25,2011,5,2011-05,Wednesday,2.95,5.9,16161,Identified customer,United Kingdom,5.9
554699,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2011-05-26 09:17:00,2011-05-26,2011,5,2011-05,Thursday,1.65,19.8,12613,Identified customer,Germany,19.799999999999997
554704,23181,BULL DOG BOTTLE TOP WALL CLOCK,2,2011-05-26 10:09:00,2011-05-26,2011,5,2011-05,Thursday,8.25,16.5,15658,Identified customer,United Kingdom,16.5
554712,22207,FRYING PAN UNION FLAG,8,2011-05-26 10:43:00,2011-05-26,2011,5,2011-05,Thursday,4.25,34.0,16873,Identified customer,United Kingdom,34.0
554765,21781,MA CAMPAGNE CUTLERY BOX,1,2011-05-26 11:38:00,2011-05-26,2011,5,2011-05,Thursday,14.95,14.95,16837,Identified customer,United Kingdom,14.95
554770,22407,MONEY BOX FIRST ADE DESIGN,12,2011-05-26 11:40:00,2011-05-26,2011,5,2011-05,Thursday,1.25,15.0,14911,Identified customer,EIRE,15.0
554814,23199,JUMBO BAG APPLES,10,2011-05-26 13:34:00,2011-05-26,2011,5,2011-05,Thursday,2.08,20.8,16609,Identified customer,United Kingdom,20.8
554816,22230,JIGSAW TREE WITH WATERING CAN,1,2011-05-26 14:01:00,2011-05-26,2011,5,2011-05,Thursday,0.85,0.85,17550,Identified customer,United Kingdom,0.85
554823,21733,RED HANGING HEART T-LIGHT HOLDER,10,2011-05-26 14:20:00,2011-05-26,2011,5,2011-05,Thursday,2.95,29.5,16624,Identified customer,United Kingdom,29.5
554827,23110,PARISIENNE KEY CABINET ,16,2011-05-26 15:19:00,2011-05-26,2011,5,2011-05,Thursday,4.95,79.2,14646,Identified customer,Netherlands,79.2
554827,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,108,2011-05-26 15:19:00,2011-05-26,2011,5,2011-05,Thursday,1.06,114.48,14646,Identified customer,Netherlands,114.48
554827,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,180,2011-05-26 15:19:00,2011-05-26,2011,5,2011-05,Thursday,2.1,378.0,14646,Identified customer,Netherlands,378.0
554827,20750,RED RETROSPOT MINI CASES,36,2011-05-26 15:19:00,2011-05-26,2011,5,2011-05,Thursday,6.35,228.6,14646,Identified customer,Netherlands,228.6
554836,22968,ROSE COTTAGE KEEPSAKE BOX ,2,2011-05-26 16:25:00,2011-05-26,2011,5,2011-05,Thursday,9.95,19.9,13015,Identified customer,United Kingdom,19.9
554836,21528,DAIRY MAID TRADITIONAL TEAPOT ,2,2011-05-26 16:25:00,2011-05-26,2011,5,2011-05,Thursday,6.95,13.9,13015,Identified customer,United Kingdom,13.9
554839,21116,OWL DOORSTOP,2,2011-05-26 17:15:00,2011-05-26,2011,5,2011-05,Thursday,4.95,9.9,14056,Identified customer,United Kingdom,9.9
554843,22919,HERB MARKER MINT,12,2011-05-26 19:13:00,2011-05-26,2011,5,2011-05,Thursday,0.65,7.800000000000001,13911,Identified customer,United Kingdom,7.800000000000001
554858,22433,WATERING CAN GREEN DINOSAUR,6,2011-05-27 10:15:00,2011-05-27,2011,5,2011-05,Friday,1.95,11.7,17042,Identified customer,United Kingdom,11.7
554861,22505,MEMO BOARD COTTAGE DESIGN,4,2011-05-27 10:29:00,2011-05-27,2011,5,2011-05,Friday,4.95,19.8,12633,Identified customer,Germany,19.8
554922,22727,ALARM CLOCK BAKELIKE RED ,12,2011-05-27 12:47:00,2011-05-27,2011,5,2011-05,Friday,3.75,45.0,14735,Identified customer,United Kingdom,45.0
554927,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-05-27 13:00:00,2011-05-27,2011,5,2011-05,Friday,2.95,17.700000000000003,16726,Identified customer,United Kingdom,17.700000000000003
554929,22975,SPACEBOY CHILDRENS EGG CUP,12,2011-05-27 13:16:00,2011-05-27,2011,5,2011-05,Friday,1.25,15.0,13018,Identified customer,United Kingdom,15.0
554929,22972,CHILDREN'S SPACEBOY MUG,12,2011-05-27 13:16:00,2011-05-27,2011,5,2011-05,Friday,1.65,19.8,13018,Identified customer,United Kingdom,19.799999999999997
554935,22427,ENAMEL FLOWER JUG CREAM,3,2011-05-27 13:30:00,2011-05-27,2011,5,2011-05,Friday,5.95,17.85,14338,Identified customer,United Kingdom,17.85
554938,85019B,BLOSSOM  IMAGES NOTEBOOK SET,24,2011-05-27 13:34:00,2011-05-27,2011,5,2011-05,Friday,1.25,30.0,12876,Identified customer,Belgium,30.0
554938,20719,WOODLAND CHARLOTTE BAG,20,2011-05-27 13:34:00,2011-05-27,2011,5,2011-05,Friday,0.85,17.0,12876,Identified customer,Belgium,17.0
554940,21843,RED RETROSPOT CAKE STAND,1,2011-05-27 13:49:00,2011-05-27,2011,5,2011-05,Friday,10.95,10.95,12494,Identified customer,France,10.95
554943,21166,COOK WITH WINE METAL SIGN ,48,2011-05-27 14:10:00,2011-05-27,2011,5,2011-05,Friday,1.85,88.80000000000001,13798,Identified customer,United Kingdom,88.80000000000001
554949,22659,LUNCH BOX I LOVE LONDON,12,2011-05-27 14:44:00,2011-05-27,2011,5,2011-05,Friday,1.95,23.4,14092,Identified customer,United Kingdom,23.4
554950,22365,DOORMAT RESPECTABLE HOUSE,2,2011-05-27 14:48:00,2011-05-27,2011,5,2011-05,Friday,7.95,15.9,14227,Identified customer,United Kingdom,15.9
554961,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2011-05-27 15:19:00,2011-05-27,2011,5,2011-05,Friday,16.63,33.26,Unknown,Unknown customer,United Kingdom,33.26
554974,22659,LUNCH BOX I LOVE LONDON,64,2011-05-27 17:14:00,2011-05-27,2011,5,2011-05,Friday,1.65,105.6,14031,Identified customer,United Kingdom,105.6
554985,22551,PLASTERS IN TIN SPACEBOY,12,2011-05-29 12:26:00,2011-05-29,2011,5,2011-05,Sunday,1.65,19.8,12426,Identified customer,Germany,19.799999999999997
554985,21747,SMALL SKULL WINDMILL,12,2011-05-29 12:26:00,2011-05-29,2011,5,2011-05,Sunday,1.25,15.0,12426,Identified customer,Germany,15.0
554992,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1,2011-05-29 14:08:00,2011-05-29,2011,5,2011-05,Sunday,2.95,2.95,16686,Identified customer,United Kingdom,2.95
554993,23300,GARDENERS KNEELING PAD CUP OF TEA ,3,2011-05-29 14:13:00,2011-05-29,2011,5,2011-05,Sunday,1.65,4.949999999999999,17051,Identified customer,United Kingdom,4.949999999999999
554999,82582,AREA PATROLLED METAL SIGN,2,2011-05-29 15:44:00,2011-05-29,2011,5,2011-05,Sunday,2.1,4.2,15547,Identified customer,United Kingdom,4.2
555001,84949,SILVER HANGING T-LIGHT HOLDER,18,2011-05-31 08:32:00,2011-05-31,2011,5,2011-05,Tuesday,1.65,29.7,16566,Identified customer,United Kingdom,29.7
555015,20665,RED RETROSPOT PURSE ,6,2011-05-31 10:45:00,2011-05-31,2011,5,2011-05,Tuesday,2.95,17.700000000000003,16558,Identified customer,United Kingdom,17.700000000000003
555025,21114,LAVENDER SCENTED FABRIC HEART,10,2011-05-31 11:21:00,2011-05-31,2011,5,2011-05,Tuesday,1.25,12.5,17648,Identified customer,United Kingdom,12.5
555095,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,2011-05-31 13:32:00,2011-05-31,2011,5,2011-05,Tuesday,0.85,10.2,12540,Identified customer,Spain,10.2
555095,22491,PACK OF 12 COLOURED PENCILS,12,2011-05-31 13:32:00,2011-05-31,2011,5,2011-05,Tuesday,0.85,10.2,12540,Identified customer,Spain,10.2
555095,21055,TOOL BOX SOFT TOY ,4,2011-05-31 13:32:00,2011-05-31,2011,5,2011-05,Tuesday,8.95,35.8,12540,Identified customer,Spain,35.8
555096,23206,LUNCH BAG APPLE DESIGN,10,2011-05-31 13:32:00,2011-05-31,2011,5,2011-05,Tuesday,1.65,16.5,12682,Identified customer,France,16.5
555095,22489,PACK OF 12 TRADITIONAL CRAYONS,24,2011-05-31 13:32:00,2011-05-31,2011,5,2011-05,Tuesday,0.42,10.08,12540,Identified customer,Spain,10.08
555106,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6,2011-05-31 14:14:00,2011-05-31,2011,5,2011-05,Tuesday,2.1,12.6,12790,Identified customer,Netherlands,12.600000000000001
555106,22984,CARD GINGHAM ROSE ,12,2011-05-31 14:14:00,2011-05-31,2011,5,2011-05,Tuesday,0.42,5.04,12790,Identified customer,Netherlands,5.04
555107,22380,TOY TIDY SPACEBOY  ,10,2011-05-31 14:14:00,2011-05-31,2011,5,2011-05,Tuesday,2.1,21.0,12594,Identified customer,Italy,21.0
555107,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-05-31 14:14:00,2011-05-31,2011,5,2011-05,Tuesday,2.08,20.8,12594,Identified customer,Italy,20.8
555107,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2011-05-31 14:14:00,2011-05-31,2011,5,2011-05,Tuesday,2.95,17.700000000000003,12594,Identified customer,Italy,17.700000000000003
555107,23201,JUMBO BAG ALPHABET,10,2011-05-31 14:14:00,2011-05-31,2011,5,2011-05,Tuesday,2.08,20.8,12594,Identified customer,Italy,20.8
555107,21249,WOODLAND  HEIGHT CHART STICKERS ,18,2011-05-31 14:14:00,2011-05-31,2011,5,2011-05,Tuesday,2.95,53.1,12594,Identified customer,Italy,53.1
555107,21110,LARGE CAKE TOWEL PINK SPOTS,6,2011-05-31 14:14:00,2011-05-31,2011,5,2011-05,Tuesday,6.75,40.5,12594,Identified customer,Italy,40.5
555107,22745,POPPY'S PLAYHOUSE BEDROOM ,6,2011-05-31 14:14:00,2011-05-31,2011,5,2011-05,Tuesday,2.1,12.6,12594,Identified customer,Italy,12.600000000000001
555107,22748,POPPY'S PLAYHOUSE KITCHEN,6,2011-05-31 14:14:00,2011-05-31,2011,5,2011-05,Tuesday,2.1,12.6,12594,Identified customer,Italy,12.600000000000001
555107,22466,FAIRY TALE COTTAGE NIGHTLIGHT,24,2011-05-31 14:14:00,2011-05-31,2011,5,2011-05,Tuesday,1.95,46.8,12594,Identified customer,Italy,46.8
555107,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2011-05-31 14:14:00,2011-05-31,2011,5,2011-05,Tuesday,2.95,17.700000000000003,12594,Identified customer,Italy,17.700000000000003
555106,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-05-31 14:14:00,2011-05-31,2011,5,2011-05,Tuesday,2.95,17.700000000000003,12790,Identified customer,Netherlands,17.700000000000003
555115,23298,SPOTTY BUNTING,6,2011-05-31 14:58:00,2011-05-31,2011,5,2011-05,Tuesday,10.79,64.74,Unknown,Unknown customer,United Kingdom,64.74
555125,23076,ICE CREAM SUNDAE LIP GLOSS,24,2011-05-31 15:26:00,2011-05-31,2011,5,2011-05,Tuesday,1.25,30.0,13481,Identified customer,United Kingdom,30.0
555124,22644,CERAMIC CHERRY CAKE MONEY BANK,1,2011-05-31 15:26:00,2011-05-31,2011,5,2011-05,Tuesday,1.45,1.45,18204,Identified customer,United Kingdom,1.45
555147,20676,RED RETROSPOT BOWL,8,2011-05-31 15:41:00,2011-05-31,2011,5,2011-05,Tuesday,1.25,10.0,13505,Identified customer,Switzerland,10.0
555150,22189,CREAM HEART CARD HOLDER,1,2011-05-31 15:53:00,2011-05-31,2011,5,2011-05,Tuesday,8.29,8.29,Unknown,Unknown customer,United Kingdom,8.29
555160,23256,CHILDRENS CUTLERY SPACEBOY ,72,2011-06-01 09:18:00,2011-06-01,2011,6,2011-06,Wednesday,3.75,270.0,14646,Identified customer,Netherlands,270.0
555162,22813,PACK 3 BOXES BIRD PANNETONE ,12,2011-06-01 10:15:00,2011-06-01,2011,6,2011-06,Wednesday,1.95,23.4,12473,Identified customer,Germany,23.4
555202,84660A,WHITE STITCHED WALL CLOCK,1,2011-06-01 12:11:00,2011-06-01,2011,6,2011-06,Wednesday,3.75,3.75,16813,Identified customer,United Kingdom,3.75
555240,22357,KINGS CHOICE BISCUIT TIN,1,2011-06-01 13:07:00,2011-06-01,2011,6,2011-06,Wednesday,4.25,4.25,15039,Identified customer,United Kingdom,4.25
555257,22097,SWALLOW SQUARE TISSUE BOX,1,2011-06-01 15:28:00,2011-06-01,2011,6,2011-06,Wednesday,1.25,1.25,17596,Identified customer,United Kingdom,1.25
555276,DOT,DOTCOM POSTAGE,1,2011-06-01 17:28:00,2011-06-01,2011,6,2011-06,Wednesday,185.88,185.88,Unknown,Unknown customer,United Kingdom,185.88
555276,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,2011-06-01 17:28:00,2011-06-01,2011,6,2011-06,Wednesday,10.79,10.79,Unknown,Unknown customer,United Kingdom,10.79
555276,23200,JUMBO BAG PEARS,2,2011-06-01 17:28:00,2011-06-01,2011,6,2011-06,Wednesday,4.13,8.26,Unknown,Unknown customer,United Kingdom,8.26
555277,21680,WOODLAND  STICKERS,1,2011-06-01 17:30:00,2011-06-01,2011,6,2011-06,Wednesday,1.63,1.63,Unknown,Unknown customer,United Kingdom,1.63
555277,23159,SET OF 5 PANCAKE DAY MAGNETS,1,2011-06-01 17:30:00,2011-06-01,2011,6,2011-06,Wednesday,4.13,4.13,Unknown,Unknown customer,United Kingdom,4.13
555277,21188,3D HEARTS  HONEYCOMB PAPER GARLAND,1,2011-06-01 17:30:00,2011-06-01,2011,6,2011-06,Wednesday,5.79,5.79,Unknown,Unknown customer,United Kingdom,5.79
555278,21293,MIRRORED DOVE WALL DECORATION,1,2011-06-01 17:33:00,2011-06-01,2011,6,2011-06,Wednesday,4.13,4.13,Unknown,Unknown customer,United Kingdom,4.13
555278,22804,CANDLEHOLDER PINK HANGING HEART,1,2011-06-01 17:33:00,2011-06-01,2011,6,2011-06,Wednesday,5.79,5.79,Unknown,Unknown customer,United Kingdom,5.79
555279,22908,PACK OF 20 NAPKINS RED APPLES,4,2011-06-01 17:42:00,2011-06-01,2011,6,2011-06,Wednesday,0.85,3.4,16348,Identified customer,United Kingdom,3.4
555282,23169,CLASSIC GLASS COOKIE JAR,6,2011-06-02 09:04:00,2011-06-02,2011,6,2011-06,Thursday,4.15,24.9,12709,Identified customer,Germany,24.900000000000002
555282,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-06-02 09:04:00,2011-06-02,2011,6,2011-06,Thursday,0.55,13.2,12709,Identified customer,Germany,13.200000000000001
555282,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-06-02 09:04:00,2011-06-02,2011,6,2011-06,Thursday,1.25,30.0,12709,Identified customer,Germany,30.0
555282,22467,GUMBALL COAT RACK,20,2011-06-02 09:04:00,2011-06-02,2011,6,2011-06,Thursday,2.55,51.0,12709,Identified customer,Germany,51.0
555312,21172,PARTY METAL SIGN ,12,2011-06-02 10:39:00,2011-06-02,2011,6,2011-06,Thursday,1.45,17.4,16484,Identified customer,United Kingdom,17.4
555322,21218,RED SPOTTY BISCUIT TIN,1,2011-06-02 11:01:00,2011-06-02,2011,6,2011-06,Thursday,8.29,8.29,Unknown,Unknown customer,United Kingdom,8.29
555321,21930,JUMBO STORAGE BAG SKULLS,1,2011-06-02 11:01:00,2011-06-02,2011,6,2011-06,Thursday,4.96,4.96,Unknown,Unknown customer,United Kingdom,4.96
555323,22167, OVAL WALL MIRROR DIAMANTE ,1,2011-06-02 11:02:00,2011-06-02,2011,6,2011-06,Thursday,19.96,19.96,Unknown,Unknown customer,United Kingdom,19.96
555324,84660a,WHITE STITCHED WALL CLOCK,3,2011-06-02 11:02:00,2011-06-02,2011,6,2011-06,Thursday,7.46,22.38,Unknown,Unknown customer,United Kingdom,22.38
555336,21528,DAIRY MAID TRADITIONAL TEAPOT ,1,2011-06-02 11:13:00,2011-06-02,2011,6,2011-06,Thursday,6.95,6.95,Unknown,Unknown customer,United Kingdom,6.95
555340,22349,DOG BOWL CHASING BALL DESIGN,2,2011-06-02 11:33:00,2011-06-02,2011,6,2011-06,Thursday,3.75,7.5,13334,Identified customer,United Kingdom,7.5
555347,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-06-02 12:04:00,2011-06-02,2011,6,2011-06,Thursday,1.65,16.5,14389,Identified customer,United Kingdom,16.5
555368,47559B,TEA TIME OVEN GLOVE,10,2011-06-02 14:30:00,2011-06-02,2011,6,2011-06,Thursday,1.25,12.5,13437,Identified customer,United Kingdom,12.5
555383,20725,LUNCH BAG RED RETROSPOT,3,2011-06-02 15:13:00,2011-06-02,2011,6,2011-06,Thursday,1.65,4.949999999999999,12517,Identified customer,Germany,4.949999999999999
555383,23159,SET OF 5 PANCAKE DAY MAGNETS,3,2011-06-02 15:13:00,2011-06-02,2011,6,2011-06,Thursday,2.08,6.24,12517,Identified customer,Germany,6.24
555383,22334,DINOSAUR PARTY BAG + STICKER SET,3,2011-06-02 15:13:00,2011-06-02,2011,6,2011-06,Thursday,1.65,4.949999999999999,12517,Identified customer,Germany,4.949999999999999
555393,22297,HEART IVORY TRELLIS SMALL,24,2011-06-02 17:00:00,2011-06-02,2011,6,2011-06,Thursday,1.25,30.0,14221,Identified customer,United Kingdom,30.0
555397,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1,2011-06-02 17:26:00,2011-06-02,2011,6,2011-06,Thursday,5.79,5.79,Unknown,Unknown customer,United Kingdom,5.79
555397,23203,JUMBO BAG DOILEY PATTERNS,2,2011-06-02 17:26:00,2011-06-02,2011,6,2011-06,Thursday,4.13,8.26,Unknown,Unknown customer,United Kingdom,8.26
555400,22624,IVORY KITCHEN SCALES,32,2011-06-02 17:50:00,2011-06-02,2011,6,2011-06,Thursday,7.65,244.8,14088,Identified customer,United Kingdom,244.8
555401,22845,VINTAGE CREAM CAT FOOD CONTAINER,32,2011-06-02 17:51:00,2011-06-02,2011,6,2011-06,Thursday,5.55,177.6,14088,Identified customer,United Kingdom,177.6
555408,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2011-06-03 08:54:00,2011-06-03,2011,6,2011-06,Friday,8.5,17.0,13294,Identified customer,United Kingdom,17.0
555410,85066,CREAM SWEETHEART MINI CHEST,4,2011-06-03 09:30:00,2011-06-03,2011,6,2011-06,Friday,12.75,51.0,16239,Identified customer,United Kingdom,51.0
555418,23284,DOORMAT KEEP CALM AND COME IN,20,2011-06-03 10:19:00,2011-06-03,2011,6,2011-06,Friday,6.75,135.0,15498,Identified customer,United Kingdom,135.0
555422,23108,SET OF 10 LED DOLLY LIGHTS,4,2011-06-03 10:37:00,2011-06-03,2011,6,2011-06,Friday,6.25,25.0,12779,Identified customer,Poland,25.0
555477,23162,REGENCY TEA STRAINER,4,2011-06-03 12:26:00,2011-06-03,2011,6,2011-06,Friday,3.75,15.0,12359,Identified customer,Cyprus,15.0
555477,21770,OPEN CLOSED METAL SIGN,6,2011-06-03 12:26:00,2011-06-03,2011,6,2011-06,Friday,4.95,29.700000000000003,12359,Identified customer,Cyprus,29.700000000000003
555477,21260,FIRST AID TIN,6,2011-06-03 12:26:00,2011-06-03,2011,6,2011-06,Friday,3.25,19.5,12359,Identified customer,Cyprus,19.5
555477,82484,WOOD BLACK BOARD ANT WHITE FINISH,6,2011-06-03 12:26:00,2011-06-03,2011,6,2011-06,Friday,7.95,47.7,12359,Identified customer,Cyprus,47.7
555477,22365,DOORMAT RESPECTABLE HOUSE,6,2011-06-03 12:26:00,2011-06-03,2011,6,2011-06,Friday,7.95,47.7,12359,Identified customer,Cyprus,47.7
555477,23051,RECYCLED ACAPULCO MAT BLUE,2,2011-06-03 12:26:00,2011-06-03,2011,6,2011-06,Friday,8.25,16.5,12359,Identified customer,Cyprus,16.5
555477,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-06-03 12:26:00,2011-06-03,2011,6,2011-06,Friday,2.08,20.8,12359,Identified customer,Cyprus,20.8
555477,22501,PICNIC BASKET WICKER LARGE,4,2011-06-03 12:26:00,2011-06-03,2011,6,2011-06,Friday,9.95,39.8,12359,Identified customer,Cyprus,39.8
555477,22993,SET OF 4 PANTRY JELLY MOULDS,24,2011-06-03 12:26:00,2011-06-03,2011,6,2011-06,Friday,1.25,30.0,12359,Identified customer,Cyprus,30.0
555477,22477,WATERING CAN GARDEN MARKER,10,2011-06-03 12:26:00,2011-06-03,2011,6,2011-06,Friday,1.25,12.5,12359,Identified customer,Cyprus,12.5
555486,23171,REGENCY TEA PLATE GREEN ,12,2011-06-03 13:05:00,2011-06-03,2011,6,2011-06,Friday,1.65,19.8,13248,Identified customer,United Kingdom,19.799999999999997
555510,23154,SET OF 4 JAM JAR MAGNETS,1,2011-06-03 17:09:00,2011-06-03,2011,6,2011-06,Friday,4.13,4.13,Unknown,Unknown customer,United Kingdom,4.13
555510,90200A,PURPLE SWEETHEART BRACELET,1,2011-06-03 17:09:00,2011-06-03,2011,6,2011-06,Friday,4.15,4.15,Unknown,Unknown customer,United Kingdom,4.15
555510,85131D,BEADED CRYSTAL HEART PINK ON STICK,3,2011-06-03 17:09:00,2011-06-03,2011,6,2011-06,Friday,0.83,2.49,Unknown,Unknown customer,United Kingdom,2.4899999999999998
555523,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,2011-06-05 11:36:00,2011-06-05,2011,6,2011-06,Sunday,3.25,19.5,12468,Identified customer,Germany,19.5
555523,22961,JAM MAKING SET PRINTED,12,2011-06-05 11:36:00,2011-06-05,2011,6,2011-06,Sunday,1.45,17.4,12468,Identified customer,Germany,17.4
555524,21755,LOVE BUILDING BLOCK WORD,8,2011-06-05 11:37:00,2011-06-05,2011,6,2011-06,Sunday,5.95,47.6,16923,Identified customer,United Kingdom,47.6
555531,84988,SET OF 72 PINK HEART PAPER DOILIES,72,2011-06-05 11:53:00,2011-06-05,2011,6,2011-06,Sunday,1.45,104.4,12678,Identified customer,France,104.39999999999999
555538,21135,VICTORIAN  METAL POSTCARD SPRING,10,2011-06-05 12:39:00,2011-06-05,2011,6,2011-06,Sunday,1.69,16.9,14512,Identified customer,United Kingdom,16.9
555542,23111,PARISIENNE SEWING BOX,2,2011-06-05 12:51:00,2011-06-05,2011,6,2011-06,Sunday,12.5,25.0,15108,Identified customer,European Community,25.0
555542,22721,SET OF 3 CAKE TINS SKETCHBOOK,3,2011-06-05 12:51:00,2011-06-05,2011,6,2011-06,Sunday,4.95,14.85,15108,Identified customer,European Community,14.850000000000001
555542,22961,JAM MAKING SET PRINTED,12,2011-06-05 12:51:00,2011-06-05,2011,6,2011-06,Sunday,1.45,17.4,15108,Identified customer,European Community,17.4
555542,22960,JAM MAKING SET WITH JARS,6,2011-06-05 12:51:00,2011-06-05,2011,6,2011-06,Sunday,4.25,25.5,15108,Identified customer,European Community,25.5
555542,21676,FLOWERS  STICKERS,12,2011-06-05 12:51:00,2011-06-05,2011,6,2011-06,Sunday,0.85,10.2,15108,Identified customer,European Community,10.2
555542,22843,BISCUIT TIN VINTAGE GREEN,6,2011-06-05 12:51:00,2011-06-05,2011,6,2011-06,Sunday,6.75,40.5,15108,Identified customer,European Community,40.5
